"","Date","Max.TemperatureF","Mean.TemperatureF","Min.TemperatureF","Max.Dew.PointF","MeanDew.PointF","Min.DewpointF","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressureIn","Mean.Sea.Level.PressureIn","Min.Sea.Level.PressureIn","Max.VisibilityMiles","Mean.VisibilityMiles","Min.VisibilityMiles","Max.Wind.SpeedMPH","Mean.Wind.SpeedMPH","Max.Gust.SpeedMPH","PrecipitationIn","CloudCover","Events","WindDirDegrees.br...","city","season"
"2075",2002-06-02,"78","72","66","66","63","61","88","75","57","29.77","29.66","29.59","6","4","2","17","9","","0.00","1","","119<br />","Tokyo (JPN)","Spring"
"2076",2002-06-03,"75","72","68","64","58","48","83","62","46","29.83","29.80","29.77","6","6","4","16","11","","0.00","3","","95<br />","Tokyo (JPN)","Spring"
"2077",2002-06-04,"82","74","66","66","63","59","88","71","45","29.86","29.80","29.74","6","5","3","21","8","","0.00","2","","178<br />","Tokyo (JPN)","Spring"
"2078",2002-06-05,"82","75","68","66","60","55","83","65","42","29.92","29.81","29.74","6","5","3","20","9","","0.00","4","Rain-Thunderstorm","72<br />","Tokyo (JPN)","Spring"
"2079",2002-06-06,"75","70","64","61","55","52","83","61","47","29.98","29.94","29.89","6","6","6","18","11","","0.00","3","Rain-Thunderstorm","76<br />","Tokyo (JPN)","Spring"
"2080",2002-06-07,"80","72","64","63","61","59","88","71","51","29.98","29.93","29.86","6","5","4","18","9","","0.00","2","","163<br />","Tokyo (JPN)","Spring"
"2081",2002-06-08,"80","74","69","64","63","59","78","67","54","29.89","29.80","29.65","6","4","3","29","12","39","0.00","1","","188<br />","Tokyo (JPN)","Spring"
"2082",2002-06-09,"86","78","69","63","48","34","78","39","17","29.74","29.65","29.59","6","6","6","30","16","45","0.00","1","","309<br />","Tokyo (JPN)","Spring"
"2083",2002-06-10,"82","75","68","63","50","37","65","44","21","29.77","29.72","29.65","6","6","6","22","12","30","0.00","2","","200<br />","Tokyo (JPN)","Spring"
"2084",2002-06-11,"84","76","69","72","67","61","88","74","61","29.68","29.62","29.50","6","6","3","32","18","41","0.00","5","Rain","202<br />","Tokyo (JPN)","Spring"
"2085",2002-06-12,"77","70","62","72","65","59","94","87","78","29.80","29.69","29.50","6","3","1","23","14","34","0.00","6","Rain","78<br />","Tokyo (JPN)","Spring"
"2086",2002-06-13,"68","64","60","63","61","57","94","87","82","29.77","29.72","29.65","6","4","2","15","11","","0.00","6","Rain","26<br />","Tokyo (JPN)","Spring"
"2087",2002-06-14,"69","68","66","64","64","63","88","85","83","29.77","29.73","29.68","6","5","2","15","7","","0.00","6","Rain","110<br />","Tokyo (JPN)","Spring"
"2088",2002-06-15,"69","66","64","64","63","61","94","88","83","29.80","29.76","29.71","5","3","0","20","12","","0.00","5","Fog-Rain-Thunderstorm","22<br />","Tokyo (JPN)","Spring"
"2089",2002-06-16,"73","70","68","68","65","63","94","83","73","29.83","29.80","29.74","6","3","2","18","8","31","0.00","6","Rain","121<br />","Tokyo (JPN)","Spring"
"2090",2002-06-17,"77","72","68","66","64","61","88","77","57","29.83","29.78","29.74","6","5","2","15","7","","0.00","4","Rain","186<br />","Tokyo (JPN)","Spring"
"2091",2002-06-18,"69","66","62","64","62","57","94","86","73","29.74","29.60","29.47","6","4","2","25","13","33","0.00","6","Rain","353<br />","Tokyo (JPN)","Spring"
"2092",2002-06-19,"82","71","60","64","56","50","88","60","32","29.83","29.74","29.62","6","6","6","22","10","33","0.00","1","","236<br />","Tokyo (JPN)","Spring"
"2093",2002-06-20,"75","70","64","68","64","61","94","84","69","29.83","29.73","29.53","6","4","2","20","9","29","0.00","5","Rain","158<br />","Tokyo (JPN)","Spring"
"2094",2002-06-21,"82","73","64","68","63","59","94","74","51","29.62","29.50","29.44","6","5","2","22","14","24","0.00","3","Rain","262<br />","Tokyo (JPN)","Summer"
"2095",2002-06-22,"66","64","62","61","57","54","88","79","68","29.83","29.70","29.62","6","6","3","18","15","","0.00","6","Rain","53<br />","Tokyo (JPN)","Summer"
"2096",2002-06-23,"66","63","60","59","56","54","88","78","72","29.83","29.80","29.77","6","6","6","14","10","","0.00","6","Rain","61<br />","Tokyo (JPN)","Summer"
"2097",2002-06-24,"69","64","60","57","56","50","88","70","52","29.80","29.75","29.71","6","6","5","14","11","","0.00","5","Rain","105<br />","Tokyo (JPN)","Summer"
"2098",2002-06-25,"66","63","60","59","58","55","94","86","77","29.77","29.75","29.71","6","5","2","18","12","","0.00","6","Rain","48<br />","Tokyo (JPN)","Summer"
"2099",2002-06-26,"62","61","60","59","58","55","94","85","77","29.98","29.88","29.77","6","4","1","16","13","","0.00","6","Rain","31<br />","Tokyo (JPN)","Summer"
"2100",2002-06-27,"62","61","60","59","58","55","94","90","82","30.01","29.98","29.95","6","3","1","16","13","","0.00","6","Rain","17<br />","Tokyo (JPN)","Summer"
"2101",2002-06-28,"73","66","60","64","60","57","88","80","61","30.06","30.01","29.98","6","6","2","15","11","","0.00","5","Rain","70<br />","Tokyo (JPN)","Summer"
"2102",2002-06-29,"71","68","64","66","63","61","94","85","78","30.06","30.00","29.92","6","4","1","14","8","","0.00","6","Rain","57<br />","Tokyo (JPN)","Summer"
"2103",2002-06-30,"75","70","66","68","65","64","94","85","73","29.92","29.88","29.86","6","5","1","15","11","","0.00","6","Rain","38<br />","Tokyo (JPN)","Summer"
"2104",2002-07-01,"78","73","68","72","68","66","94","88","78","29.89","29.86","29.80","6","4","2","13","8","","0.00","6","Rain","116<br />","Tokyo (JPN)","Summer"
"2105",2002-07-02,"78","74","69","70","68","66","94","87","74","29.92","29.89","29.83","6","3","1","20","6","","0.00","5","Rain","72<br />","Tokyo (JPN)","Summer"
"2106",2002-07-03,"75","72","69","72","68","66","94","86","83","29.95","29.93","29.89","4","3","2","12","6","","0.00","6","Rain","77<br />","Tokyo (JPN)","Summer"
"2107",2002-07-04,"86","78","71","73","71","70","94","83","62","29.98","29.93","29.89","6","3","1","14","7","","0.00","6","","117<br />","Tokyo (JPN)","Summer"
"2108",2002-07-05,"80","76","71","72","70","68","94","84","70","29.98","29.93","29.86","6","3","0","15","9","","0.00","5","Fog-Rain","108<br />","Tokyo (JPN)","Summer"
"2109",2002-07-06,"84","78","73","72","70","68","88","76","65","29.86","29.79","29.71","6","6","6","29","16","40","0.00","2","","192<br />","Tokyo (JPN)","Summer"
"2110",2002-07-07,"84","80","75","72","70","68","89","73","66","29.74","29.71","29.68","6","6","5","29","21","39","0.00","3","Rain","201<br />","Tokyo (JPN)","Summer"
"2111",2002-07-08,"86","82","78","73","71","70","79","72","58","29.77","29.73","29.71","6","6","6","20","16","","0.00","3","","199<br />","Tokyo (JPN)","Summer"
"2112",2002-07-09,"87","80","73","75","72","70","89","79","62","29.74","29.70","29.62","6","5","2","20","10","","0.00","2","Rain-Thunderstorm","156<br />","Tokyo (JPN)","Summer"
"2113",2002-07-10,"80","78","75","75","75","72","94","89","79","29.65","29.36","28.82","6","4","1","33","15","","0.00","6","Rain","141<br />","Tokyo (JPN)","Summer"
"2114",2002-07-11,"87","81","75","73","70","66","94","70","58","29.42","29.18","28.71","6","6","3","37","22","52","0.00","2","Rain","200<br />","Tokyo (JPN)","Summer"
"2115",2002-07-12,"87","82","77","72","67","61","74","63","43","29.65","29.55","29.42","6","6","6","17","9","","0.00","1","","184<br />","Tokyo (JPN)","Summer"
"2116",2002-07-13,"87","82","77","75","71","68","84","72","58","29.77","29.70","29.65","6","6","5","23","11","33","0.00","4","Rain","241<br />","Tokyo (JPN)","Summer"
"2117",2002-07-14,"89","84","78","72","71","66","78","63","52","29.77","29.66","29.59","6","6","6","38","19","46","0.00","2","","213<br />","Tokyo (JPN)","Summer"
"2118",2002-07-15,"89","84","78","73","73","72","79","69","58","29.65","29.58","29.53","6","6","6","31","23","43","0.00","1","","199<br />","Tokyo (JPN)","Summer"
"2119",2002-07-16,"87","80","73","75","72","68","94","76","52","29.53","29.33","29.03","6","5","0","32","22","47","0.00","4","Rain","196<br />","Tokyo (JPN)","Summer"
"2120",2002-07-17,"84","80","77","75","71","66","84","73","61","29.65","29.56","29.47","6","4","2","21","14","34","0.00","4","Rain","199<br />","Tokyo (JPN)","Summer"
"2121",2002-07-18,"84","80","77","73","73","70","83","76","70","29.86","29.76","29.65","6","6","6","28","16","37","0.00","2","Rain","192<br />","Tokyo (JPN)","Summer"
"2122",2002-07-19,"87","82","77","75","74","72","89","77","66","29.89","29.87","29.83","6","6","6","30","20","39","0.00","3","","195<br />","Tokyo (JPN)","Summer"
"2123",2002-07-20,"87","82","78","75","72","70","79","71","62","29.89","29.83","29.77","6","6","6","25","19","32","0.00","1","","195<br />","Tokyo (JPN)","Summer"
"2124",2002-07-21,"86","82","78","75","74","73","83","75","66","29.83","29.80","29.74","6","6","5","24","13","","0.00","1","","190<br />","Tokyo (JPN)","Summer"
"2125",2002-07-22,"87","84","80","75","73","72","79","73","58","29.83","29.80","29.77","6","6","6","20","14","","0.00","2","","194<br />","Tokyo (JPN)","Summer"
"2126",2002-07-23,"89","83","77","75","73","70","84","73","59","29.89","29.84","29.80","6","6","6","16","8","","0.00","3","","144<br />","Tokyo (JPN)","Summer"
"2127",2002-07-24,"84","80","75","75","72","68","94","79","58","29.89","29.85","29.80","6","6","2","22","15","","0.00","5","Rain","50<br />","Tokyo (JPN)","Summer"
"2128",2002-07-25,"82","78","75","75","74","72","94","86","79","29.86","29.80","29.77","6","5","1","16","11","","0.00","5","Rain","8<br />","Tokyo (JPN)","Summer"
"2129",2002-07-26,"89","83","77","77","74","73","94","76","59","29.92","29.86","29.83","6","6","6","20","8","","0.00","2","","162<br />","Tokyo (JPN)","Summer"
"2130",2002-07-27,"91","84","78","75","75","72","89","74","55","29.92","29.89","29.86","6","6","6","15","9","","0.00","2","","175<br />","Tokyo (JPN)","Summer"
"2131",2002-07-28,"80","78","75","75","71","68","89","80","74","29.95","29.91","29.89","6","6","3","18","10","","0.00","5","","69<br />","Tokyo (JPN)","Summer"
"2132",2002-07-29,"87","80","73","73","70","66","83","74","62","29.92","29.86","29.80","6","6","5","15","9","","0.00","4","","106<br />","Tokyo (JPN)","Summer"
"2133",2002-07-30,"89","84","78","77","74","72","84","74","58","29.83","29.81","29.77","6","5","4","15","9","20","0.00","1","","199<br />","Tokyo (JPN)","Summer"
"2134",2002-07-31,"91","84","78","77","75","75","89","76","59","29.86","29.82","29.77","6","5","3","18","9","","0.00","1","","176<br />","Tokyo (JPN)","Summer"
"2135",2002-08-01,"93","86","78","79","76","72","84","73","59","29.80","29.73","29.65","6","4","3","25","11","36","0.00","2","Rain-Thunderstorm","186<br />","Tokyo (JPN)","Summer"
"2136",2002-08-02,"93","84","75","75","72","70","89","74","52","29.71","29.67","29.59","6","5","1","25","8","","0.00","4","Rain-Thunderstorm","34<br />","Tokyo (JPN)","Summer"
"2137",2002-08-03,"86","82","75","73","72","70","89","76","66","29.71","29.69","29.65","6","4","2","14","9","","0.00","3","","70<br />","Tokyo (JPN)","Summer"
"2138",2002-08-04,"86","80","75","77","73","70","89","81","66","29.77","29.72","29.68","6","4","1","17","9","","0.00","4","Rain-Thunderstorm","114<br />","Tokyo (JPN)","Summer"
"2139",2002-08-05,"89","83","77","77","74","72","89","74","55","29.80","29.75","29.71","6","5","3","16","7","","0.00","3","","129<br />","Tokyo (JPN)","Summer"
"2140",2002-08-06,"93","86","80","79","75","70","84","71","46","29.86","29.80","29.77","6","5","2","20","7","29","0.00","1","","171<br />","Tokyo (JPN)","Summer"
"2141",2002-08-07,"89","84","80","77","74","72","89","70","59","29.86","29.80","29.74","6","5","3","22","9","32","0.00","1","","174<br />","Tokyo (JPN)","Summer"
"2142",2002-08-08,"91","86","82","73","71","66","74","61","43","29.80","29.78","29.74","6","6","6","33","19","44","0.00","1","","203<br />","Tokyo (JPN)","Summer"
"2143",2002-08-09,"89","84","80","73","72","70","70","62","55","29.83","29.80","29.77","6","6","6","31","22","41","0.00","1","","206<br />","Tokyo (JPN)","Summer"
"2144",2002-08-10,"91","86","80","73","72","70","74","63","52","29.89","29.86","29.83","6","6","6","29","21","40","0.00","1","","207<br />","Tokyo (JPN)","Summer"
"2145",2002-08-11,"91","86","80","73","72","68","79","63","52","29.92","29.90","29.86","6","6","3","28","19","37","0.00","1","","200<br />","Tokyo (JPN)","Summer"
"2146",2002-08-12,"86","80","75","75","73","72","89","82","70","29.98","29.94","29.89","6","5","3","18","10","","0.00","4","","78<br />","Tokyo (JPN)","Summer"
"2147",2002-08-13,"89","83","77","75","73","70","83","73","62","29.92","29.86","29.80","6","5","3","25","11","34","0.00","2","","150<br />","Tokyo (JPN)","Summer"
"2148",2002-08-14,"91","86","80","75","71","68","70","63","52","29.86","29.81","29.77","6","6","6","25","17","37","0.00","1","","201<br />","Tokyo (JPN)","Summer"
"2149",2002-08-15,"89","84","80","75","73","72","79","68","58","29.80","29.76","29.71","6","6","6","28","20","38","0.00","1","","196<br />","Tokyo (JPN)","Summer"
"2150",2002-08-16,"87","81","75","75","73","70","89","77","62","29.83","29.79","29.77","6","6","4","21","11","","0.00","2","Thunderstorm","61<br />","Tokyo (JPN)","Summer"
"2151",2002-08-17,"82","78","73","73","70","68","89","80","70","29.83","29.79","29.74","6","6","4","20","13","","0.00","5","Rain","47<br />","Tokyo (JPN)","Summer"
"2152",2002-08-18,"75","74","73","72","71","68","89","88","83","29.77","29.73","29.65","6","4","1","22","15","","0.00","6","Rain","34<br />","Tokyo (JPN)","Summer"
"2153",2002-08-19,"80","78","75","75","74","72","94","88","83","29.62","29.52","29.39","6","4","1","28","19","","0.00","5","Rain-Thunderstorm","42<br />","Tokyo (JPN)","Summer"
"2154",2002-08-20,"89","82","75","73","58","48","83","47","31","29.59","29.46","29.39","6","6","6","31","22","46","0.00","2","","339<br />","Tokyo (JPN)","Summer"
"2155",2002-08-21,"84","78","71","63","53","50","57","44","35","29.74","29.65","29.59","6","6","6","23","15","30","0.00","5","","318<br />","Tokyo (JPN)","Summer"
"2156",2002-08-22,"78","74","69","63","58","52","73","57","47","29.89","29.82","29.74","6","6","6","17","11","","0.00","4","","87<br />","Tokyo (JPN)","Summer"
"2157",2002-08-23,"73","71","69","68","65","63","94","82","69","29.95","29.90","29.86","6","4","1","12","7","","0.00","6","Rain","35<br />","Tokyo (JPN)","Summer"
"2158",2002-08-24,"82","76","69","72","69","66","88","80","66","29.86","29.76","29.68","6","5","2","21","8","30","0.00","4","Rain","278<br />","Tokyo (JPN)","Summer"
"2159",2002-08-25,"86","80","75","73","71","70","89","77","62","29.83","29.74","29.71","6","5","2","16","7","","0.00","1","Rain","155<br />","Tokyo (JPN)","Summer"
"2160",2002-08-26,"80","76","73","72","71","70","89","81","74","29.95","29.88","29.83","6","5","2","20","10","","0.00","3","","56<br />","Tokyo (JPN)","Summer"
"2161",2002-08-27,"86","80","73","77","73","70","94","82","70","30.01","29.96","29.92","6","5","2","10","7","","0.00","4","","76<br />","Tokyo (JPN)","Summer"
"2162",2002-08-28,"89","84","78","75","74","72","89","77","58","30.04","29.99","29.95","6","6","6","15","8","","0.00","1","Rain","123<br />","Tokyo (JPN)","Summer"
"2163",2002-08-29,"89","83","77","75","74","70","89","75","55","30.01","29.97","29.92","6","6","6","21","10","30","0.00","2","","178<br />","Tokyo (JPN)","Summer"
"2164",2002-08-30,"87","82","78","75","73","70","84","74","55","29.95","29.90","29.86","6","6","6","22","15","","0.00","1","","187<br />","Tokyo (JPN)","Summer"
"2165",2002-08-31,"87","82","78","73","72","70","83","71","55","29.92","29.89","29.86","6","6","6","22","14","30","0.00","1","","185<br />","Tokyo (JPN)","Summer"
"2166",2002-09-01,"87","82","78","73","72","68","83","71","52","29.98","29.92","29.89","6","6","6","20","13","","0.00","1","","181<br />","Tokyo (JPN)","Summer"
"2167",2002-09-02,"89","84","78","75","72","66","83","69","49","29.98","29.93","29.86","6","6","6","16","10","","0.00","2","","184<br />","Tokyo (JPN)","Summer"
"2168",2002-09-03,"89","84","78","75","73","68","84","69","49","29.95","29.92","29.89","6","6","6","18","11","22","0.00","2","","187<br />","Tokyo (JPN)","Summer"
"2169",2002-09-04,"89","84","80","75","72","70","79","69","55","29.98","29.93","29.89","6","6","6","21","13","","0.00","2","","195<br />","Tokyo (JPN)","Summer"
"2170",2002-09-05,"82","78","73","75","72","68","89","81","70","29.98","29.94","29.92","6","5","3","24","11","","0.00","4","Rain","77<br />","Tokyo (JPN)","Summer"
"2171",2002-09-06,"75","73","71","72","70","68","94","88","83","29.95","29.88","29.83","6","3","1","26","13","34","0.00","4","Rain-Thunderstorm","15<br />","Tokyo (JPN)","Summer"
"2172",2002-09-07,"77","74","71","72","70","70","94","88","83","29.89","29.87","29.86","6","4","1","16","12","","0.00","5","Rain-Thunderstorm","24<br />","Tokyo (JPN)","Summer"
"2173",2002-09-08,"78","74","71","72","70","68","94","84","74","29.86","29.82","29.77","6","5","1","16","10","","0.00","4","Rain-Thunderstorm","46<br />","Tokyo (JPN)","Summer"
"2174",2002-09-09,"77","75","71","72","69","66","88","82","78","29.77","29.73","29.68","6","5","3","20","7","","0.00","5","Rain","89<br />","Tokyo (JPN)","Summer"
"2175",2002-09-10,"78","74","69","70","67","64","88","79","69","29.95","29.87","29.77","6","5","2","14","10","","0.00","6","Rain","20<br />","Tokyo (JPN)","Summer"
"2176",2002-09-11,"84","78","73","73","70","66","83","76","58","29.95","29.91","29.86","6","6","5","22","9","","0.00","2","","159<br />","Tokyo (JPN)","Summer"
"2177",2002-09-12,"87","82","77","72","70","68","78","66","52","29.89","29.82","29.74","6","6","6","24","14","36","0.00","3","","210<br />","Tokyo (JPN)","Summer"
"2178",2002-09-13,"77","72","68","70","67","63","88","77","69","29.92","29.85","29.83","6","6","4","21","12","","0.00","6","Rain","54<br />","Tokyo (JPN)","Summer"
"2179",2002-09-14,"68","67","66","63","59","57","83","76","68","30.01","29.96","29.92","6","6","6","21","14","","0.00","6","Rain","20<br />","Tokyo (JPN)","Summer"
"2180",2002-09-15,"68","67","66","63","60","57","83","77","68","30.01","29.99","29.92","6","6","6","15","9","","0.00","6","Rain","32<br />","Tokyo (JPN)","Summer"
"2181",2002-09-16,"68","66","64","63","61","59","94","84","73","30.04","29.98","29.92","6","4","1","14","9","","0.00","6","Rain","354<br />","Tokyo (JPN)","Summer"
"2182",2002-09-17,"75","70","66","72","65","61","94","87","83","29.89","29.82","29.74","6","3","1","13","5","","0.00","6","Rain","38<br />","Tokyo (JPN)","Summer"
"2183",2002-09-18,"80","74","68","66","59","50","88","63","34","30.12","29.96","29.83","6","6","4","17","9","","0.00","4","","12<br />","Tokyo (JPN)","Summer"
"2184",2002-09-19,"75","70","66","61","55","50","73","58","44","30.21","30.16","30.09","6","6","6","16","9","","0.00","1","","46<br />","Tokyo (JPN)","Summer"
"2185",2002-09-20,"77","70","64","64","57","52","78","64","47","30.15","30.08","30.01","6","6","6","16","10","","0.00","1","","52<br />","Tokyo (JPN)","Summer"
"2186",2002-09-21,"75","70","66","63","59","55","78","66","53","30.01","29.92","29.83","6","5","5","14","9","","0.00","","","36<br />","Tokyo (JPN)","Summer"
"2187",2002-09-22,"71","68","64","63","59","55","88","72","57","29.83","29.70","29.56","6","6","4","25","17","","0.00","6","Rain","14<br />","Tokyo (JPN)","Summer"
"2188",2002-09-23,"71","66","62","61","59","57","83","74","60","29.83","29.64","29.53","6","6","4","22","14","","0.00","6","Rain","48<br />","Tokyo (JPN)","Autumn"
"2189",2002-09-24,"73","68","64","57","53","48","73","57","43","30.01","29.93","29.83","6","6","6","16","9","","0.00","3","","77<br />","Tokyo (JPN)","Autumn"
"2190",2002-09-25,"75","68","62","59","54","48","72","59","38","30.18","30.08","30.01","6","6","6","20","7","","0.00","4","","92<br />","Tokyo (JPN)","Autumn"
"2191",2002-09-26,"71","68","64","57","55","54","73","64","56","30.27","30.23","30.18","6","6","6","18","14","","0.00","2","","65<br />","Tokyo (JPN)","Autumn"
"2192",2002-09-27,"66","64","62","57","55","54","77","70","64","30.24","30.19","30.09","6","6","5","14","9","","0.00","6","Rain","26<br />","Tokyo (JPN)","Autumn"
"2193",2002-09-28,"69","64","59","64","60","55","94","86","73","30.09","29.90","29.77","6","3","1","16","9","","0.00","6","Rain","333<br />","Tokyo (JPN)","Autumn"
"2194",2002-09-29,"78","72","66","70","66","63","88","79","61","29.92","29.85","29.80","6","4","2","10","4","","0.00","4","","127<br />","Tokyo (JPN)","Autumn"
"2195",2002-09-30,"73","70","66","70","64","61","88","84","78","30.01","29.98","29.92","6","5","0","15","10","","0.00","6","Rain","22<br />","Tokyo (JPN)","Autumn"
"2196",2002-10-01,"78","71","64","72","66","61","94","87","69","29.95","29.45","28.38","6","3","1","53","18","69","0.00","5","Rain","20<br />","Tokyo (JPN)","Autumn"
"2197",2002-10-02,"82","75","68","68","62","57","78","63","45","29.89","29.68","29.36","6","6","6","29","19","41","0.00","1","","207<br />","Tokyo (JPN)","Autumn"
"2198",2002-10-03,"77","72","68","66","61","57","83","68","57","30.01","29.95","29.89","6","5","4","15","7","","0.00","1","","209<br />","Tokyo (JPN)","Autumn"
"2199",2002-10-04,"80","73","66","68","63","59","88","73","51","29.98","29.95","29.89","6","4","2","13","7","","0.00","0","","180<br />","Tokyo (JPN)","Autumn"
"2200",2002-10-05,"77","72","68","68","63","59","88","74","61","30.09","30.02","29.95","4","4","3","15","7","","0.00","0","","53<br />","Tokyo (JPN)","Autumn"
"2201",2002-10-06,"77","72","66","68","64","61","88","78","65","30.06","30.00","29.89","5","3","2","17","9","","0.00","2","","113<br />","Tokyo (JPN)","Autumn"
"2202",2002-10-07,"82","76","71","72","67","57","89","75","47","29.89","29.76","29.71","6","5","1","31","19","43","0.00","4","Rain","196<br />","Tokyo (JPN)","Autumn"
"2203",2002-10-08,"71","68","66","63","60","57","83","72","64","30.12","30.01","29.89","6","6","6","14","8","","0.00","6","Rain","37<br />","Tokyo (JPN)","Autumn"
"2204",2002-10-09,"68","65","62","63","58","54","88","76","60","30.21","30.14","30.06","6","5","3","15","8","","0.00","5","Rain","36<br />","Tokyo (JPN)","Autumn"
"2205",2002-10-10,"73","68","64","57","48","41","77","51","35","30.21","30.18","30.12","6","6","6","21","11","","0.00","2","","6<br />","Tokyo (JPN)","Autumn"
"2206",2002-10-11,"66","62","59","50","46","41","68","54","45","30.27","30.21","30.15","6","6","6","16","11","","0.00","1","","51<br />","Tokyo (JPN)","Autumn"
"2207",2002-10-12,"69","63","57","55","50","46","77","63","46","30.21","30.12","30.04","6","6","6","18","10","","0.00","1","","30<br />","Tokyo (JPN)","Autumn"
"2208",2002-10-13,"71","64","57","57","53","50","77","66","52","30.04","29.89","29.77","6","6","6","18","13","","0.00","1","","11<br />","Tokyo (JPN)","Autumn"
"2209",2002-10-14,"77","68","59","63","54","50","78","62","41","29.98","29.88","29.80","6","6","6","15","7","","0.00","1","","210<br />","Tokyo (JPN)","Autumn"
"2210",2002-10-15,"80","74","68","64","60","52","83","63","39","30.01","29.89","29.71","6","6","6","25","15","38","0.00","2","Rain-Thunderstorm","199<br />","Tokyo (JPN)","Autumn"
"2211",2002-10-16,"77","70","62","61","55","48","88","62","41","29.98","29.83","29.71","6","6","0","22","12","34","0.00","2","Rain-Thunderstorm","333<br />","Tokyo (JPN)","Autumn"
"2212",2002-10-17,"73","68","62","61","54","48","83","62","46","30.12","30.06","29.98","6","6","5","15","10","","0.00","2","","39<br />","Tokyo (JPN)","Autumn"
"2213",2002-10-18,"69","66","62","63","61","59","94","84","78","30.12","30.08","30.01","5","3","2","13","8","","0.00","6","Rain","21<br />","Tokyo (JPN)","Autumn"
"2214",2002-10-19,"71","68","66","64","62","61","88","81","73","30.04","29.98","29.92","5","3","1","21","8","","0.00","6","Rain","51<br />","Tokyo (JPN)","Autumn"
"2215",2002-10-20,"68","65","60","61","59","55","88","82","77","29.98","29.94","29.89","6","5","3","22","15","","0.00","6","Rain","14<br />","Tokyo (JPN)","Autumn"
"2216",2002-10-21,"62","60","59","59","56","50","94","86","72","29.89","29.67","29.53","6","5","2","23","16","33","0.00","6","Rain","346<br />","Tokyo (JPN)","Autumn"
"2217",2002-10-22,"69","61","53","59","52","48","88","71","52","29.86","29.77","29.71","6","6","6","16","7","","0.00","2","","354<br />","Tokyo (JPN)","Autumn"
"2218",2002-10-23,"64","62","60","54","50","48","77","66","59","30.04","29.95","29.86","6","6","6","17","12","","0.00","5","","57<br />","Tokyo (JPN)","Autumn"
"2219",2002-10-24,"60","58","55","54","52","50","88","80","68","30.12","30.07","30.01","6","5","3","14","11","","0.00","6","Rain","15<br />","Tokyo (JPN)","Autumn"
"2220",2002-10-25,"66","62","59","55","53","50","82","72","56","30.21","30.16","30.12","6","6","5","13","10","","0.00","2","","35<br />","Tokyo (JPN)","Autumn"
"2221",2002-10-26,"62","58","55","55","53","50","94","81","68","30.15","29.92","29.62","6","5","2","16","11","","0.00","6","Rain","345<br />","Tokyo (JPN)","Autumn"
"2222",2002-10-27,"68","62","55","55","47","36","88","61","39","29.65","29.57","29.53","6","6","4","16","7","","0.00","2","","315<br />","Tokyo (JPN)","Autumn"
"2223",2002-10-28,"68","62","55","45","36","32","63","41","30","29.74","29.66","29.59","6","6","6","25","11","32","0.00","1","","225<br />","Tokyo (JPN)","Autumn"
"2224",2002-10-29,"60","55","50","37","33","28","58","42","29","30.01","29.88","29.71","6","6","6","16","9","","0.00","1","","22<br />","Tokyo (JPN)","Autumn"
"2225",2002-10-30,"64","56","48","37","34","32","58","43","34","30.24","30.10","30.01","6","6","6","21","13","","0.00","1","","333<br />","Tokyo (JPN)","Autumn"
"2226",2002-10-31,"60","56","51","48","40","32","67","54","41","30.30","30.23","30.09","6","6","6","24","14","","0.00","4","","39<br />","Tokyo (JPN)","Autumn"
"2227",2002-11-01,"59","55","51","50","47","43","88","76","59","30.09","29.70","29.47","6","3","1","13","8","","0.00","5","Rain","355<br />","Tokyo (JPN)","Autumn"
"2228",2002-11-02,"60","55","50","54","35","27","88","46","29","29.71","29.65","29.47","6","6","3","26","11","38","0.00","3","","355<br />","Tokyo (JPN)","Autumn"
"2229",2002-11-03,"64","54","44","43","34","28","66","48","26","29.74","29.66","29.59","6","6","6","25","11","34","0.00","1","","240<br />","Tokyo (JPN)","Autumn"
"2230",2002-11-04,"64","55","46","39","34","23","62","46","21","29.86","29.68","29.56","6","6","6","25","8","23","0.00","2","","322<br />","Tokyo (JPN)","Autumn"
"2231",2002-11-05,"57","50","44","37","33","28","62","48","36","30.12","29.97","29.86","6","6","6","20","7","","0.00","2","","41<br />","Tokyo (JPN)","Autumn"
"2232",2002-11-06,"59","52","44","36","32","27","58","46","29","30.36","30.23","30.12","6","6","6","22","12","","0.00","1","","6<br />","Tokyo (JPN)","Autumn"
"2233",2002-11-07,"51","48","46","41","36","30","71","59","50","30.33","30.24","30.06","6","6","4","10","7","","0.00","4","Rain","8<br />","Tokyo (JPN)","Autumn"
"2234",2002-11-08,"66","54","42","55","47","36","77","68","55","30.04","29.69","29.42","6","6","4","25","11","37","0.00","2","Rain","232<br />","Tokyo (JPN)","Autumn"
"2235",2002-11-09,"59","50","42","48","32","21","77","48","29","29.77","29.54","29.36","6","6","3","24","11","34","0.00","2","","325<br />","Tokyo (JPN)","Autumn"
"2236",2002-11-10,"57","49","41","39","32","27","62","48","31","30.09","29.95","29.77","6","6","6","10","5","","0.00","1","","44<br />","Tokyo (JPN)","Autumn"
"2237",2002-11-11,"62","53","44","52","41","34","71","59","45","30.15","30.05","29.92","6","6","6","25","11","38","0.00","1","","253<br />","Tokyo (JPN)","Autumn"
"2238",2002-11-12,"68","64","59","59","55","41","83","71","48","29.92","29.74","29.62","6","6","4","30","20","41","0.00","3","Rain","215<br />","Tokyo (JPN)","Autumn"
